#id	parent name
species:ncbi:274739	Platycephalus
species:ncbi:270572	Priacanthus
species:ncbi:270576	Grammistes
species:ncbi:270578	Pseudanthias
species:ncbi:364157	Percilia
species:ncbi:270604	Osphronemus
species:ncbi:270764	Cardioderma
species:ncbi:270846	Hoplopsyllus
species:ncbi:441937	Neodiprion
species:ncbi:270861	Tyrannophasma
species:ncbi:270891	Orfelia
species:ncbi:270894	Arachnocampa
species:ncbi:271027	Armiger
species:ncbi:271030	Anisus
species:ncbi:225196	Geopsychrobacter
species:ncbi:271160	Nicoletella
species:ncbi:271166	Luciocephalus
species:ncbi:271259	Callopistes
species:ncbi:271489	Calappa
species:ncbi:271503	Cebidichthys
species:ncbi:271535	Glochidion
species:ncbi:270786	Rhinonicteris
species:ncbi:471970	Abatus
species:ncbi:271679	Polykrikos
species:ncbi:271684	Echinoneus
species:ncbi:271690	Brisaster
species:ncbi:271697	Cucumeropsis
species:ncbi:271702	Paleopneustes
species:ncbi:271707	Archaeopneustes
species:ncbi:471986	Lovenia
species:ncbi:35936	Lablab
species:ncbi:271807	Physostigma
species:ncbi:271932	Tetracapsuloides
species:ncbi:272006	Paranchus
species:ncbi:272069	Moenkhausia
species:ncbi:272197	Anagyrus
species:ncbi:272406	Metaphycus
species:ncbi:297860	Marietta
species:ncbi:272455	Plagiomerus
species:ncbi:272457	Comperiella
species:ncbi:272566	Myosporidium
species:ncbi:272710	Gjaerumia
species:ncbi:34807	Variabilichromis
species:ncbi:272735	Histriobdella
species:ncbi:272812	Ditrachybothridium
species:ncbi:272975	Carbonea
species:ncbi:272997	Methanoaricia
species:ncbi:273006	Leitoscoloplos
species:ncbi:273038	Praxillella
species:ncbi:273052	Abarenicola
species:ncbi:273060	Arenicolides
species:ncbi:273079	Amygdalaria
species:ncbi:99253	Mycobilimbia
species:ncbi:247481	Candidatus Cardinium
species:ncbi:273283	Sarea
species:ncbi:305770	Primovula
species:ncbi:273653	Eurylepis
species:ncbi:273658	Ophiomorus
species:ncbi:273752	Dendraster
species:ncbi:273792	Potamochoerus
species:ncbi:273807	Remijia
species:ncbi:274049	Plagiopyliella
species:ncbi:274051	Thyrophylax
species:ncbi:274053	Entodiscus
species:ncbi:274055	Entorhipidium
species:ncbi:354740	Neotypus
species:ncbi:435153	Gerres
species:ncbi:235931	Alkalibacter
species:ncbi:274592	Hoeflea
species:ncbi:274642	Neocaridina
species:ncbi:274695	Trachyscorpia
species:ncbi:274718	Gymnapistes
species:ncbi:327782	Pseudogramma
species:ncbi:322683	Artedius
species:ncbi:274775	Hypsagonus
species:ncbi:274783	Dasycottus
species:ncbi:446789	Careproctus
species:ncbi:274791	Hemanthias
species:ncbi:274800	Gramma
species:ncbi:274808	Bathymaster
species:ncbi:275432	Ircinia
species:ncbi:371532	Sphaeromyxa
species:ncbi:276814	Morrenia
species:ncbi:509222	Dothiorella
species:ncbi:281847	Rozella
species:ncbi:27288	Naumovia
species:ncbi:278039	Cercopithifilaria
species:ncbi:278060	Chilobrachys
species:ncbi:278173	Sinohomaloptera
species:ncbi:278212	Thalamita
species:ncbi:278734	Menticirrhus
species:ncbi:278773	Stellifer
species:ncbi:331523	Bairdiella
species:ncbi:301144	Fonscochlea
species:ncbi:278826	Posticobia
species:ncbi:278832	Anoplophrya
species:ncbi:278952	Eudarluca
species:ncbi:278976	Tedania
species:ncbi:281456	Thermincola
species:ncbi:283321	Leucophleps
species:ncbi:279088	Metasepia
species:ncbi:279237	Potebniamyces
species:ncbi:280743	Haploclathra
species:ncbi:279256	Endodesmia
species:ncbi:279269	Cercopis
species:ncbi:279272	Leptotrombidium
species:ncbi:279401	Chuanchia
species:ncbi:428656	Progamotaenia
species:ncbi:279481	Polystoechotes
species:ncbi:189833	Dictyocoela
species:ncbi:279549	Cinclodes
species:ncbi:279580	Miamiensis
species:ncbi:281489	Topsentia
species:ncbi:279597	Anaphes
species:ncbi:279619	Lamellodysidea
species:ncbi:279623	Lendenfeldia
species:ncbi:279625	Phyllospongia
species:ncbi:279628	Hyrtios
species:ncbi:279632	Coleomegilla
species:ncbi:279646	Cirriformia
species:ncbi:279810	Thiobacter
species:ncbi:279906	Lethasterias
species:ncbi:279912	Stephanasterias
species:ncbi:279930	Aphriza
species:ncbi:279933	Bartramia
species:ncbi:279938	Micropalama
species:ncbi:279945	Chlidonias
species:ncbi:279951	Lophodytes
species:ncbi:279956	Tryngites
species:ncbi:279984	Sphaenorhynchus
species:ncbi:280154	Nepa
species:ncbi:280177	Cymatia
species:ncbi:280203	Ilyocoris
species:ncbi:280216	Anisops
species:ncbi:333822	Plea
species:ncbi:280228	Antheopsis
species:ncbi:336583	Amaurobius
species:ncbi:519084	Cylindroleberis
species:ncbi:280394	Holocnemus
species:ncbi:336591	Larinioides
species:ncbi:280409	Mecolaesthus
species:ncbi:280404	Mesabolivar
species:ncbi:280431	Psilochorus
species:ncbi:280438	Spermophora
species:ncbi:280473	Aquiflexum
species:ncbi:280486	Philanthus
species:ncbi:414232	Thysananthus
species:ncbi:280673	Pseudochromis
species:ncbi:317513	Parhyale
species:ncbi:280689	Laeonereis
species:ncbi:280693	Cercaria
species:ncbi:350784	Cephaloziella
species:ncbi:280852	Indocalamus
species:ncbi:435775	Arthraxon
species:ncbi:281066	Aira
species:ncbi:281072	Brachystachyum
species:ncbi:369692	Tagasta
species:ncbi:281120	Candidatus Amoebophilus
species:ncbi:281258	Macrocyclops
species:ncbi:281407	Heteroconium
species:ncbi:57736	Desoria
species:ncbi:281460	Nerada
species:ncbi:281473	Jiangella
species:ncbi:281719	Polyozellus
species:ncbi:281886	Margyricarpus
species:ncbi:230310	Curvibacter
species:ncbi:281919	Podosordaria
species:ncbi:362787	Candidatus Protochlamydia
species:ncbi:282140	Volucrispora
species:ncbi:282199	Nereida
species:ncbi:99028	Cota
species:ncbi:282246	Aureolaria
species:ncbi:282248	Brachystigma
species:ncbi:282250	Dasistoma
species:ncbi:282256	Pseudorhabdosynochus
species:ncbi:282281	Pseudodistoma
species:ncbi:380096	Anomalocardia
species:ncbi:282293	Tagelus
species:ncbi:282296	Mesodesma
species:ncbi:282316	Zizeeria
species:ncbi:282322	Halostachys
species:ncbi:282351	Choreocolax
species:ncbi:282357	Leachiella
species:ncbi:301169	Pseudophilotes
species:ncbi:282462	Bathypecten
species:ncbi:282683	Citreicella
species:ncbi:282688	Philasterides
species:ncbi:283024	Xiphister
species:ncbi:283036	Sander
species:ncbi:319147	Bridelia
species:ncbi:287979	Antidesma
species:ncbi:566045	Baccaurea
species:ncbi:301013	Uapaca
species:ncbi:283121	Flueggea
species:ncbi:319150	Leptopus
species:ncbi:28118	Odoribacter
species:ncbi:283326	Mycolevis
species:ncbi:375147	Aplysinella
species:ncbi:458502	Lissodendoryx
species:ncbi:283497	Iotrochota
species:ncbi:283510	Spirastrella
species:ncbi:462592	Polymastia
species:ncbi:375148	Pseudoceratina
species:ncbi:304258	Clinocottus
species:ncbi:283635	Chitonotus
species:ncbi:283647	Mesodinium
species:ncbi:283649	Myrionecta
species:ncbi:283668	Sirodesmium
species:ncbi:283717	Astraptes
species:ncbi:988	Leeuwenhoekiella
species:ncbi:385425	Osedax
species:ncbi:283780	Ficopomatus
species:ncbi:291186	Bizionia
species:ncbi:283797	Psyttalia
species:ncbi:283811	Stackebrandtia
species:ncbi:283834	Deilephila
species:ncbi:283870	Hippotion
species:ncbi:283892	Bilobodera
species:ncbi:283895	Ekphymatodera
species:ncbi:283908	Umingmakstrongylus
species:ncbi:283919	Candidatus Monilibacter
species:ncbi:283930	Lydella
species:ncbi:283932	Pseudoperichaeta
species:ncbi:284090	Fellhaneropsis
species:ncbi:284133	Szczawinskia
species:ncbi:284051	Hyalolithus
species:ncbi:284135	Sarocladium
species:ncbi:284476	Ecteinascidia
species:ncbi:284583	Perccottus
species:ncbi:207928	Triantha
species:ncbi:285106	Tepidimicrobium
species:ncbi:285109	Thioclava
species:ncbi:285643	Neosarmatium
species:ncbi:294831	Pyrenochaeta
species:ncbi:285993	Homopus
species:ncbi:286001	Chersina
species:ncbi:286009	Malacochersus
species:ncbi:569598	Psammobates
species:ncbi:286074	Huangyuannia
species:ncbi:568900	Seminavis
species:ncbi:262004	Winogradskyella
species:ncbi:286115	Synchytrium
species:ncbi:148813	Sulfuricurvum
species:ncbi:286146	Archidistoma
species:ncbi:286166	Asiotmethis
species:ncbi:322840	Eudistoma
species:ncbi:406073	Pycnoclavella
species:ncbi:286299	Margolisianum
species:ncbi:286301	Chiridius
species:ncbi:180411	Melanelixia
species:ncbi:180418	Melanohalea
species:ncbi:286351	Parmelinella
species:ncbi:286400	Polysporina
species:ncbi:286459	Episyrphus
species:ncbi:286469	Euxesta
species:ncbi:414273	Melanagromyza
species:ncbi:286493	Neosilba
species:ncbi:286511	Prochyliza
species:ncbi:286537	Coilia
species:ncbi:470058	Devriesia
species:ncbi:286638	Naxibacter
species:ncbi:286661	Peltaster
species:ncbi:286692	Loxioides
species:ncbi:286707	Eurydema
species:ncbi:286706	Halyomorpha
species:ncbi:309859	Barnardius
species:ncbi:286730	Alkaliflexus
species:ncbi:29934	Allagelena
species:ncbi:286804	Segniliparus
species:ncbi:286842	Oxygraphis
species:ncbi:288530	Gallacea
species:ncbi:287202	Aglaope
species:ncbi:287375	Zygaena
species:ncbi:287676	Chrysostigma
species:ncbi:287679	Microcallisthenes
species:ncbi:287718	Deladenus
species:ncbi:287724	Campuloclinium
species:ncbi:287944	Harpiosquilla
species:ncbi:287985	Plectosporium
species:ncbi:288019	Yeosuana
species:ncbi:288022	Kordiimonas
species:ncbi:288035	Phacellodomus
species:ncbi:288050	Mackenziaena
species:ncbi:288052	Hypoedaleus
species:ncbi:288054	Batara
species:ncbi:288056	Taraba
species:ncbi:288058	Sakesphorus
species:ncbi:288062	Pygiptila
species:ncbi:288064	Thamnistes
species:ncbi:288068	Dysithamnus
species:ncbi:288070	Myrmoborus
species:ncbi:288072	Myrmeciza
species:ncbi:288078	Phaenostictus
species:ncbi:288080	Rhegmatorhina
species:ncbi:288082	Gymnopithys
species:ncbi:288084	Microrhopias
species:ncbi:288086	Myrmorchilus
species:ncbi:288088	Neoctantes
species:ncbi:288090	Dichrozona
species:ncbi:288092	Hylophylax
species:ncbi:288094	Myrmochanes
species:ncbi:288096	Hypocnemoides
species:ncbi:288098	Sclateria
species:ncbi:288100	Schistocichla
species:ncbi:288102	Gymnocichla
species:ncbi:288226	Tersilochus
species:ncbi:389681	Glypta
species:ncbi:288262	Calyculogygas
species:ncbi:346894	Palaua
species:ncbi:288315	Salamandrella
species:ncbi:288402	Isodontia
species:ncbi:420962	Bembix
species:ncbi:288723	Turbinellus
species:ncbi:288489	Anatonchus
species:ncbi:501212	Rotylenchus
species:ncbi:410331	Tylenchorhynchus
species:ncbi:288499	Telotylenchus
species:ncbi:288505	Boleodorus
species:ncbi:288654	Neoglyphea
species:ncbi:411674	Dromia
species:ncbi:265425	Salinimonas
species:ncbi:403552	Micropsectra
species:ncbi:288803	Tanytarsus
species:ncbi:288840	Prodiamesa
species:ncbi:288853	Pagastiella
species:ncbi:265426	Pontibacillus
species:ncbi:254357	Roseisalinus
species:ncbi:101489	Xylanimicrobium
species:ncbi:289281	Arctia
species:ncbi:289382	Thalassophryne
species:ncbi:289407	Verongula
species:ncbi:289409	Smenospongia
species:ncbi:474270	Proctophyllodes
species:ncbi:285950	x Aegilotriticum
species:ncbi:355828	Ileodictyon
species:ncbi:289481	Glaucomides
species:ncbi:312447	Lunania
species:ncbi:289635	Durandea
species:ncbi:289639	Klainedoxa
species:ncbi:316640	Homonoia
species:ncbi:289651	Podocalyx
species:ncbi:289749	Protorhus
species:ncbi:549437	Cupania
species:ncbi:290051	Utetheisa
species:ncbi:290155	Bactericera
species:ncbi:987	Aquimarina
species:ncbi:279360	Roseivirga
species:ncbi:238083	Cryptanaerobacter
species:ncbi:290220	Aeginetia
species:ncbi:290260	Jubaea
species:ncbi:479306	Aristeus
species:ncbi:290404	Eupeodes
species:ncbi:290409	Ischiodon
species:ncbi:267800	Advenella
species:ncbi:290508	Thecadactylus
species:ncbi:454758	Deiratonotus
species:ncbi:290552	Raphidascaris
species:ncbi:107243	Noccaea
species:ncbi:290622	Culcitalna
species:ncbi:290630	Trachidermus
species:ncbi:290641	Spercheus
species:ncbi:295564	Sphaeridium
species:ncbi:346753	Catops
species:ncbi:290679	Cetonia
species:ncbi:290721	Heteropternis
species:ncbi:290732	Aminiphilus
species:ncbi:290753	Learedius
species:ncbi:290756	Carettacola
species:ncbi:290784	Dacryoscyphus
species:ncbi:290886	Heteropenaeus
species:ncbi:290903	Rimapenaeus
species:ncbi:290925	Castanospora
species:ncbi:290942	Erioglossum
species:ncbi:290944	Filicium
species:ncbi:290962	Hippobromus
species:ncbi:291020	Mischocarpus
species:ncbi:392747	Paullinia
species:ncbi:290996	Schleichera
species:ncbi:290998	Smelophyllum
species:ncbi:309573	Plesionika
species:ncbi:291111	Stichaeus
species:ncbi:291180	Subsaximicrobium
species:ncbi:291182	Subsaxibacter
species:ncbi:291184	Lacinutrix
species:ncbi:33695	Tubulinosema
species:ncbi:291230	Phylosomia
species:ncbi:291240	Thalassarachna
species:ncbi:291243	Tisbe
species:ncbi:291285	Chasiempis
species:ncbi:291364	Lecanicillium
species:ncbi:291373	Telmessus
species:ncbi:40488	Sarcomyxa
species:ncbi:291632	Phacidiopycnis
species:ncbi:256108	Rhyssoplax
species:ncbi:291929	Microtetrameres
species:ncbi:291938	Cyrnea
species:ncbi:291935	Hovorkonema
species:ncbi:291968	Acaricomes
species:ncbi:291970	Oroaetus
species:ncbi:291990	Thermosediminibacter
species:ncbi:292188	Carestiella
species:ncbi:292385	Vitellaria
species:ncbi:292387	Nemopoda
species:ncbi:292389	Saltella
species:ncbi:292402	Themira
species:ncbi:292417	Lophiomus
species:ncbi:292442	Rhinoplocephalus
species:ncbi:350085	Agriotes
species:ncbi:180295	Atopostipes
species:ncbi:728	Avibacterium
species:ncbi:78126	Desulfosporomusa
species:ncbi:292503	Clymenella
species:ncbi:292579	Tricholepisma
species:ncbi:132114	Simplicillium
species:ncbi:214851	Subdoligranulum
species:ncbi:37482	Laceyella
species:ncbi:46223	Thermoflavimicrobium
species:ncbi:112248	Seinonella
species:ncbi:411153	Gramella
species:ncbi:265429	Silanimonas
species:ncbi:292722	Entonaema
species:ncbi:225148	Candidatus Rhabdochlamydia
species:ncbi:397682	Diplopterygium
species:ncbi:293089	Martelella
species:ncbi:293096	Maoripamborus
species:ncbi:264641	Desulfitibacter
species:ncbi:192188	Grapholita
species:ncbi:266008	Xeropicta
species:ncbi:293091	Haloquadratum
species:ncbi:293456	Xerolenta
species:ncbi:293458	Microxeromagna
species:ncbi:293466	Telotrematocara
species:ncbi:418813	Gorgonidium
species:ncbi:293563	Malenchus
species:ncbi:312972	Psilenchus
species:ncbi:293583	Helicotylenchus
species:ncbi:313703	Paratylenchus
species:ncbi:266749	Sejongia
species:ncbi:476045	Prosthecium
species:ncbi:293627	Spirosphaera
species:ncbi:293681	Eucephalobus
species:ncbi:293805	Granulobasidium
species:ncbi:293816	Pseudourostyla
species:ncbi:546515	Cheilopogon
species:ncbi:293913	Euleptorhamphus
species:ncbi:294120	Parathemisto
species:ncbi:572526	Periclimenes
species:ncbi:294145	Duguetia
species:ncbi:294342	Chrysochraon
species:ncbi:294347	Aeropus
species:ncbi:294351	Omocestus
species:ncbi:294354	Euthystira
species:ncbi:307979	Pseudobranchus
species:ncbi:294640	Labidostomis
species:ncbi:346797	Longitarsus
species:ncbi:467373	Psylliodes
species:ncbi:294710	Proteiniphilum
species:ncbi:294704	Berryteuthis
species:ncbi:294721	Aspidomorpha
species:ncbi:294761	Fahrenholzia
species:ncbi:294785	Dectes
species:ncbi:558732	Phytoecia
species:ncbi:294791	Saperda
species:ncbi:294822	Vesperus
species:ncbi:294833	Polycytella
species:ncbi:343270	Guatteria
species:ncbi:295196	Neophilaenus
species:ncbi:295201	Aphrophora
species:ncbi:295247	Calyx
species:ncbi:295364	Helixena
species:ncbi:295419	Rubellimicrobium
species:ncbi:295546	Odontotaenius
species:ncbi:191863	Chthoniobacter
species:ncbi:414944	Oxelytrum
species:ncbi:295596	Candidatus Hepatoplasma
species:ncbi:346852	Stenus
species:ncbi:295656	Stegobium
species:ncbi:295660	Lasioderma
species:ncbi:295662	Heterobostrychus
species:ncbi:351485	Lyctus
species:ncbi:314320	Thanasimus
species:ncbi:295700	Malachius
species:ncbi:295815	Subcoccinella
species:ncbi:433045	Glischrochilus
species:ncbi:163869	Algicola
species:ncbi:249	Terrimonas
species:ncbi:296285	Ribeiroia
species:ncbi:296293	Cathaemasia
species:ncbi:326090	Ufens
species:ncbi:296561	Pungu
species:ncbi:296564	Konia
species:ncbi:296698	Cicurina
species:ncbi:296740	Cerinosterus
species:ncbi:296775	Ischadium
species:ncbi:296784	Torrendiella
species:ncbi:306952	Cymbopetalum
species:ncbi:453234	Fissistigma
species:ncbi:296852	Monodora
species:ncbi:296863	Unonopsis
species:ncbi:129216	Lyciasalamandra
species:ncbi:297016	Scottnema
species:ncbi:411775	Pheidologeton
species:ncbi:297404	Castrada
species:ncbi:297438	Castrella
species:ncbi:297442	Nuculoma
species:ncbi:297445	Malletia
species:ncbi:297462	Amblyops
species:ncbi:297545	Morierina
species:ncbi:297587	Cratomorphus
species:ncbi:297589	Ledella
species:ncbi:297675	Trachycladus
species:ncbi:297755	Paramiopsalis
species:ncbi:297798	Ethmalosa
species:ncbi:297802	Anous
species:ncbi:297809	Gygis
species:ncbi:297890	Idolothrips
species:ncbi:297892	Franklinothrips
species:ncbi:297952	Amphipsocus
species:ncbi:298098	Decellebruchus
species:ncbi:298114	Gymnodactylus
species:ncbi:298172	Neoteredo
species:ncbi:298174	Psiloteredo
species:ncbi:298190	Deporaus
species:ncbi:336763	Podocrella
species:ncbi:298360	Iotichthys
species:ncbi:320987	Metaphire
species:ncbi:298439	Mytilicola
species:ncbi:298504	Lernaeocera
species:ncbi:298509	Pectenophilus
species:ncbi:298675	Malosma
species:ncbi:298680	Searsia
species:ncbi:298884	Sekeetamys
species:ncbi:298894	Pachyuromys
species:ncbi:298896	Desmodillus
species:ncbi:299204	Didymocyrtis
species:ncbi:299206	Leucocryptos
species:ncbi:299222	Cyclope
species:ncbi:299252	Poecilocoris
species:ncbi:342402	Megacopta
species:ncbi:299262	Tateyamaria
species:ncbi:299276	Erthesina
species:ncbi:355530	Paromius
species:ncbi:299317	Cromeria
species:ncbi:299321	Denticeps
species:ncbi:299323	Grasseichthys
species:ncbi:64571	Lobosporangium
species:ncbi:299522	Erimacrus
species:ncbi:299567	Adhaeribacter
species:ncbi:252130	Uruburuella
species:ncbi:301692	Chamaesphecia
species:ncbi:299607	Heterosmilax
species:ncbi:299666	Zweifelia
species:ncbi:152345	Lacusirana
species:ncbi:298395	Nenirana
species:ncbi:146672	Scurrilirana
species:ncbi:300034	Protomognathus
species:ncbi:61278	Temnothorax
species:ncbi:300125	Rottboellia
species:ncbi:300130	Herrickia
species:ncbi:481924	Eurybia
species:ncbi:300227	Triodon
species:ncbi:300230	Chelonodon
species:ncbi:300235	Echinostelium
species:ncbi:300239	Cribraria
species:ncbi:300254	Paraconiothyrium
species:ncbi:300266	Silvimonas
species:ncbi:4934	Lachancea
species:ncbi:300304	Labidesthes
species:ncbi:300310	Atherion
species:ncbi:300403	Oreomyrrhis
species:ncbi:300415	Variola
species:ncbi:300419	Catellicoccus
species:ncbi:300627	Vormela
species:ncbi:544674	Securinega
species:ncbi:319145	Andrachne
species:ncbi:300960	Spondianthus
species:ncbi:300965	Richeria
species:ncbi:300975	Hymenocardia
species:ncbi:348699	Pennisetia
species:ncbi:301068	Atrachya
species:ncbi:301158	Haplonycteris
species:ncbi:301168	Iolana
species:ncbi:301177	Scolitantides
species:ncbi:301293	Velia
species:ncbi:232882	Bonellia
species:ncbi:301485	Andreacarus
species:ncbi:301487	Gigantolaelaps
species:ncbi:301521	Proisotoma
species:ncbi:345630	Tullbergia
species:ncbi:301677	Paranthrene
species:ncbi:348704	Vitacea
species:ncbi:348700	Podosesia
species:ncbi:301699	Rollinia
species:ncbi:374040	Brugmansia
species:ncbi:301928	Venustaconcha
species:ncbi:302018	Ashmunella
species:ncbi:497160	Taractes
species:ncbi:302092	Pholidoptera
species:ncbi:302103	Miliammina
species:ncbi:302393	Tetraedron
species:ncbi:302400	Cloeotis
species:ncbi:302406	Tetrathiobacter
species:ncbi:302415	Floracarus
species:ncbi:302420	Chrysozephyrus
species:ncbi:302433	Favonius
species:ncbi:302480	Galeidinium
species:ncbi:60890	Phaeobacter
species:ncbi:302531	Pluvianus
species:ncbi:302767	Calloplesiops
species:ncbi:302772	Monocirrhus
species:ncbi:302777	Pristolepis
species:ncbi:302818	Gonocephalum
species:ncbi:303055	Barytelphusa
species:ncbi:303121	Kichulchoia
species:ncbi:303123	Leptotheca
species:ncbi:303126	Nezumia
species:ncbi:303344	Apodus
species:ncbi:303347	Diplogelasinospora
species:ncbi:204773	Herminiimonas
species:ncbi:303447	Gronotoma
species:ncbi:303691	Canthidermis
species:ncbi:303695	Pseudobalistes
species:ncbi:392897	Abalistes
species:ncbi:303718	Paraluteres
species:ncbi:303730	Lactophrys
species:ncbi:388627	Anoplocapros
species:ncbi:303739	Aracana
species:ncbi:303746	Tetractenos
species:ncbi:303748	Torquigener
species:ncbi:303751	Marilyna
species:ncbi:303753	Monotreta
species:ncbi:303877	Eurycotis
species:ncbi:303930	Taurotragus
species:ncbi:425802	Glenodinium
species:ncbi:304090	Aliatrema
species:ncbi:304098	Euryhaliotrematoides
species:ncbi:362360	Iochroma
species:ncbi:304172	Holostylis
species:ncbi:304332	Ramicandelaber
species:ncbi:304459	Cromileptes
species:ncbi:304461	Spirocerca
species:ncbi:304504	Parathelphusa
species:ncbi:545711	Sayamia
species:ncbi:51328	Floydiella
species:ncbi:304589	Acestrura
species:ncbi:304594	Adelomyia
species:ncbi:304597	Aglaiocercus
species:ncbi:472787	Campylopterus
species:ncbi:304659	Myrtis
species:ncbi:304667	Patagona
species:ncbi:304674	Philodice
species:ncbi:304680	Popelairia
species:ncbi:304846	Eugenes
species:ncbi:304879	Neostylopyga
species:ncbi:305367	Klasea
species:ncbi:305400	Chrysoporthe
species:ncbi:305598	Atherigona
species:ncbi:305608	Neomyia
species:ncbi:355282	Coenosia
species:ncbi:516980	Remora
species:ncbi:357119	Dioryctria
species:ncbi:183314	Hariotina
species:ncbi:305856	Chrysoporthella
species:ncbi:305900	Endozoicomonas
species:ncbi:305977	Pusillimonas
species:ncbi:305979	Salamandrina
species:ncbi:306123	Acanthonitschkea
species:ncbi:306125	Bertia
species:ncbi:306322	Thelenota
species:ncbi:306406	Thymbra
species:ncbi:306540	Halolactibacillus
species:ncbi:306548	Fracchiaea
species:ncbi:306590	Cophixalus
species:ncbi:372377	Baumea
species:ncbi:306631	Microdracoides
species:ncbi:371112	Taeniolella
species:ncbi:405846	Readeriella
species:ncbi:306911	Cleistopholis
species:ncbi:307894	Astralium
species:ncbi:307061	Lunella
species:ncbi:307082	Quadriacanthus
species:ncbi:307098	Pseudozizeeria
species:ncbi:307243	Mansonia
species:ncbi:307261	Bivitellobilharzia
species:ncbi:307263	Macrobilharzia
species:ncbi:307478	Nigronia
species:ncbi:307507	Raphidocelis
species:ncbi:243838	Thiovirga
species:ncbi:307605	Poeobius
species:ncbi:307618	Brada
species:ncbi:285070	Petrimonas
species:ncbi:307640	Ictinaetus
species:ncbi:307641	Harpagornis
species:ncbi:307738	Macalpinomyces
species:ncbi:486152	Whitmania
species:ncbi:307969	Campylocarpon
species:ncbi:307972	Apostichopus
species:ncbi:308032	Oulactis
species:ncbi:308057	Austrolebias
species:ncbi:308076	Gobiomorus
species:ncbi:308092	Milyeringa
species:ncbi:308113	Krokinobacter
species:ncbi:308288	Enarthrocarpus
species:ncbi:308314	Trachystoma
species:ncbi:420884	Metrioptera
species:ncbi:308644	Eriococcus
species:ncbi:412999	Lachnodius
species:ncbi:308628	Callococcus
species:ncbi:308574	Plumularia
species:ncbi:401970	Halopteris
species:ncbi:502953	Turritopsis
species:ncbi:401953	Aglaophenia
species:ncbi:308602	Hydrallmania
species:ncbi:308606	Dynamena
species:ncbi:308766	Batozonellus
species:ncbi:238	Elizabethkingia
species:ncbi:180170	Megalocytivirus
species:ncbi:308910	Dryadomyces
species:ncbi:40631	N15-like viruses
species:ncbi:10719	PhiC31-like viruses
species:ncbi:308927	Diversispora
species:ncbi:309002	Ormia
species:ncbi:107862	Prodaticus
species:ncbi:88149	Saccharina
species:ncbi:309370	Dwayaangam
species:ncbi:41990	Pleurostomophora
species:ncbi:309432	Pipturus
species:ncbi:309471	Coniocessia
species:ncbi:215813	Dinoroseobacter
species:ncbi:309577	Ecdyonurus
species:ncbi:309595	Euthyplocia
species:ncbi:309737	Cladosiphon
species:ncbi:309841	Rhynchopsitta
species:ncbi:309862	Cyanoliseus
species:ncbi:458117	Alisterus
species:ncbi:309908	Monorygma
species:ncbi:309911	Pseudoplatystoma
species:ncbi:82525	Guehomyces
species:ncbi:310045	Schizobranchia
species:ncbi:310278	Dryocosmus
species:ncbi:310464	Streptosolen
species:ncbi:310492	Keratinomyces
species:ncbi:310558	Pontellopsis
species:ncbi:310562	Anomalocera
species:ncbi:310643	Gymnopternus
species:ncbi:398546	Pseudovorticella
species:ncbi:101688	Cheravirus
species:ncbi:362693	Endornavirus
species:ncbi:310869	Glyphoglossus
species:ncbi:311193	Dichomera
species:ncbi:28314	Amdovirus
species:ncbi:10784	Bocavirus
species:ncbi:97344	Pefudensovirus
species:ncbi:310919	Dinotopterus
species:ncbi:310923	Clariallabes
species:ncbi:310929	Gymnallabes
species:ncbi:311064	Mimathyma
species:ncbi:311115	Torpedospora
species:ncbi:311132	Smyrna
species:ncbi:311182	Denitratisoma
species:ncbi:311201	Saxidomus
species:ncbi:80373	Harpophora
species:ncbi:311208	Gaetbulibacter
species:ncbi:311226	Idnoreovirus
species:ncbi:311229	Mycoreovirus
species:ncbi:311320	Kiitricha
species:ncbi:311328	Tortrix
species:ncbi:311362	Chlamydochaera
species:ncbi:311390	Cardiostomatella
species:ncbi:393663	Pseudoruegeria
species:ncbi:311454	Anncaliia
species:ncbi:311500	Chetia
species:ncbi:311502	Sargochromis
species:ncbi:398472	Diopatra
species:ncbi:311562	Poecilogale
species:ncbi:311779	Kurixalus
species:ncbi:33203	Paecilomyces
species:ncbi:497515	Maruca
species:ncbi:427282	Chloeia
species:ncbi:45677	Azohydromonas
species:ncbi:312077	Quadrifoliovarium
species:ncbi:312084	Unilacinia
species:ncbi:312279	Emticicia
species:ncbi:5183	Rhizoscyphus
species:ncbi:463056	Calosphaeria
species:ncbi:312347	Perkinsiella
species:ncbi:312444	Laetia
species:ncbi:312404	Ryania
species:ncbi:312471	Neobodo
species:ncbi:312620	Basiria
species:ncbi:312706	Bothrometopus
species:ncbi:489384	Dorema
species:ncbi:312888	Hyalopterus
species:ncbi:312915	Adenaria
species:ncbi:537488	Ogma
species:ncbi:313169	Microctenopoma
species:ncbi:313178	Belontia
species:ncbi:313234	Sphaerichthys
species:ncbi:313354	Liocarcinus
species:ncbi:313359	Meliniomyces
species:ncbi:313506	Lucernaria
species:ncbi:313997	Cochliopodium
species:ncbi:313691	Xenocriconemella
species:ncbi:313693	Tylenchulus
species:ncbi:313924	Caesulia
species:ncbi:313931	Duhaldea
species:ncbi:313942	Tessaria
species:ncbi:313960	Karelinia
species:ncbi:313968	Laggera
species:ncbi:531320	Anisotremus
species:ncbi:472282	Phronima
species:ncbi:321848	Dactylellina
species:ncbi:74499	Drechslerella
species:ncbi:314151	Helicoma
species:ncbi:314192	Chambardia
